Folder	File name	Config name	Run number	Run id	Module	Name	Value
/hpcsimulator/results/	FatTree-0.sca	FatTree	0	FatTree-0-20170707-22:20:28-4656	Fat_tree.router[0]	routerPower	5.0650453365566E21
/hpcsimulator/results/	FatTree-0.sca	FatTree	0	FatTree-0-20170707-22:20:28-4656	Fat_tree.router[0]	realTotalTime	1515474.0
/hpcsimulator/results/	FatTree-0.sca	FatTree	0	FatTree-0-20170707-22:20:28-4656	Fat_tree.router[0]	realTotalHandleMessageTime	1147.0
/hpcsimulator/results/	FatTree-0.sca	FatTree	0	FatTree-0-20170707-22:20:28-4656	Fat_tree.router[0]	realRouterTime	135.0
/hpcsimulator/results/	FatTree-0.sca	FatTree	0	FatTree-0-20170707-22:20:28-4656	Fat_tree.router[0]	realMaxHandleMessagetime	1.0
/hpcsimulator/results/	FatTree-0.sca	FatTree	0	FatTree-0-20170707-22:20:28-4656	Fat_tree.router[0]	realMaxRouterTime	1.0
/hpcsimulator/results/	FatTree-0.sca	FatTree	0	FatTree-0-20170707-22:20:28-4656	Fat_tree.router[1]	routerPower	5.2526955278782E21
/hpcsimulator/results/	FatTree-0.sca	FatTree	0	FatTree-0-20170707-22:20:28-4656	Fat_tree.router[1]	realTotalHandleMessageTime	1111.0
/hpcsimulator/results/	FatTree-0.sca	FatTree	0	FatTree-0-20170707-22:20:28-4656	Fat_tree.router[1]	realRouterTime	113.0
/hpcsimulator/results/	FatTree-0.sca	FatTree	0	FatTree-0-20170707-22:20:28-4656	Fat_tree.router[1]	realMaxHandleMessagetime	1.0
/hpcsimulator/results/	FatTree-0.sca	FatTree	0	FatTree-0-20170707-22:20:28-4656	Fat_tree.router[1]	realMaxRouterTime	1.0
/hpcsimulator/results/	FatTree-0.sca	FatTree	0	FatTree-0-20170707-22:20:28-4656	Fat_tree.router[2]	routerPower	5.2406168948736E21
/hpcsimulator/results/	FatTree-0.sca	FatTree	0	FatTree-0-20170707-22:20:28-4656	Fat_tree.router[2]	realTotalHandleMessageTime	1072.0
/hpcsimulator/results/	FatTree-0.sca	FatTree	0	FatTree-0-20170707-22:20:28-4656	Fat_tree.router[2]	realRouterTime	107.0
/hpcsimulator/results/	FatTree-0.sca	FatTree	0	FatTree-0-20170707-22:20:28-4656	Fat_tree.router[2]	realMaxHandleMessagetime	1.0
/hpcsimulator/results/	FatTree-0.sca	FatTree	0	FatTree-0-20170707-22:20:28-4656	Fat_tree.router[2]	realMaxRouterTime	1.0
/hpcsimulator/results/	FatTree-0.sca	FatTree	0	FatTree-0-20170707-22:20:28-4656	Fat_tree.router[3]	routerPower	5.3217162879045E21
/hpcsimulator/results/	FatTree-0.sca	FatTree	0	FatTree-0-20170707-22:20:28-4656	Fat_tree.router[3]	realTotalHandleMessageTime	1157.0
