Folder	File name	Config name	Run number	Run id	Module	Name	Count	Mean	StdDev	Variance
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[0]	flitDelayTime	1204	2.819684335548173E-6	1.0769290726287623E-8	1.1597762274730461E-16
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[0]	hopCount	1204	5.0	0.0	0.0
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[2]	flitDelayTime	1012	2.783376351778656E-6	1.9474279269723115E-7	3.792475530751674E-14
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[2]	hopCount	1012	4.936758893280633	0.3501484342163114	0.12260392598413457
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[4]	flitDelayTime	820	2.732244024390244E-6	2.9847544805156415E-7	8.908759308958197E-14
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[4]	hopCount	820	4.84390243902439	0.5368240983509929	0.2881801125703565
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[5]	flitDelayTime	1460	2.7503061479452055E-6	3.5850332174233E-7	1.2852463170028457E-13
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[5]	hopCount	1460	4.868493150684931	0.6491153282299305	0.42135070934305036
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[7]	flitDelayTime	1012	2.784807687747036E-6	1.952637675549916E-7	3.812793891976979E-14
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[7]	hopCount	1012	4.936758893280633	0.3501484342163114	0.12260392598413457
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[11]	flitDelayTime	1300	2.7959259599999995E-6	1.7434907684430434E-7	3.0397600596461137E-14
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[11]	hopCount	1300	4.950769230769231	0.31001903486375465	0.09611180197785392
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[15]	flitDelayTime	1236	2.7325247152103565E-6	2.9684473533778925E-7	8.811679689776215E-14
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[15]	hopCount	1236	4.844660194174757	0.5355195421131376	0.2867811799850646
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[16]	flitDelayTime	980	2.7837697346938776E-6	1.9812514578227503E-7	3.925357339124773E-14
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[16]	hopCount	980	4.9346938775510205	0.3556352243981923	0.1264764128327526
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[21]	flitDelayTime	980	2.7456840857142855E-6	2.747582073951055E-7	7.549207253097183E-14
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[21]	hopCount	980	4.869387755102041	0.49438278050506695	0.24441433365992118
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[25]	flitDelayTime	1204	2.760021850498339E-6	2.4981383536868276E-7	6.240695234161133E-14
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[25]	hopCount	1204	4.893687707641196	0.4488759643857299	0.20148963140321907
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[28]	flitDelayTime	1204	2.819556149501661E-6	9.870149236058546E-9	9.741984594206711E-17
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[28]	hopCount	1204	5.0	0.0	0.0
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[32]	flitDelayTime	980	2.8194290000000002E-6	1.167103480292912E-8	1.3621305337118275E-16
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[32]	hopCount	980	5.0	0.0	0.0
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[34]	flitDelayTime	1044	2.755063360153257E-6	2.628365498587645E-7	6.908305194165879E-14
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[34]	hopCount	1044	4.8773946360153255	0.47999931428718534	0.23039934171616813
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[35]	flitDelayTime	1044	2.6867640498084288E-6	4.551121311722971E-7	2.0712705194019018E-13
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[35]	hopCount	1044	4.754789272030651	0.8222843410440326	0.6761515375262188
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[36]	flitDelayTime	1076	2.7195197955390334E-6	4.12804459714274E-7	1.7040752195999365E-13
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[36]	hopCount	1076	4.821561338289963	0.7506522911978788	0.563478862280625
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[38]	flitDelayTime	1300	2.8008395600000003E-6	1.7591524536596748E-7	3.0946173552168547E-14
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[38]	hopCount	1300	4.950769230769231	0.31001903486375465	0.09611180197785392
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[40]	flitDelayTime	916	2.7047465196506547E-6	3.400832505865172E-7	1.1565661732949186E-13
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[40]	hopCount	916	4.790393013100437	0.6129347646363051	0.3756890256997628
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[43]	flitDelayTime	1076	2.7919876914498143E-6	1.9096371934609938E-7	3.646714210649581E-14
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[43]	hopCount	1076	4.940520446096654	0.3398950707445614	0.11552865911645038
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[47]	flitDelayTime	1108	2.788801938628159E-6	1.869031987264019E-7	3.493280569416088E-14
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[47]	hopCount	1108	4.9422382671480145	0.3350946004269484	0.11228839123529619
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[48]	flitDelayTime	1140	2.6965889438596495E-6	3.4887001600927896E-7	1.2171028807031456E-13
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[48]	hopCount	1140	4.775438596491228	0.6317001049273242	0.3990450225651925
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[50]	flitDelayTime	1012	2.8209816007905138E-6	2.041679886445868E-8	4.168456758717613E-16
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[50]	hopCount	1012	5.0	0.0	0.0
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[51]	flitDelayTime	1172	2.7373513481228667E-6	3.0726205519958886E-7	9.44099705654752E-14
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[51]	hopCount	1172	4.836177474402731	0.5486930944918664	0.3010641119430602
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[55]	flitDelayTime	1204	2.7885548205980064E-6	1.7899661599201773E-7	3.203978853659386E-14
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[55]	hopCount	1204	4.946843853820598	0.321827190201331	0.10357274035288366
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[58]	flitDelayTime	852	2.7328980704225353E-6	2.925769943536688E-7	8.560129762502676E-14
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[58]	hopCount	852	4.849765258215962	0.5274709108119735	0.27822556175281293
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[62]	flitDelayTime	1044	2.784196908045977E-6	1.90162018370306E-7	3.6161593230668594E-14
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[62]	hopCount	1044	4.938697318007663	0.34490765831400855	0.11896129276365286
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[64]	flitDelayTime	1140	2.726719750877193E-6	3.048199953077404E-7	9.291522953941087E-14
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[64]	hopCount	1140	4.831578947368421	0.5556503264154532	0.30874728524559975
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[66]	flitDelayTime	1204	2.788566568106312E-6	1.774993938549369E-7	3.150603481887001E-14
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[66]	hopCount	1204	4.946843853820598	0.321827190201331	0.10357274035288366
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[67]	flitDelayTime	884	2.736499588235294E-6	2.877672878347273E-7	8.281001194775479E-14
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[67]	hopCount	884	4.855203619909502	0.5185855658129661	0.2689309890695542
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[79]	flitDelayTime	948	2.6724146877637133E-6	4.774489731017787E-7	2.27957521915943E-13
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[79]	hopCount	948	4.729957805907173	0.8590589374341361	0.7379822579854669
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[82]	flitDelayTime	1172	2.6991961262798636E-6	4.3201551992573705E-7	1.866374094567049E-13
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[82]	hopCount	1172	4.7815699658703075	0.7798059225929324	0.6080972769110143
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[87]	flitDelayTime	1332	2.7397256486486486E-6	2.879846449054356E-7	8.293515570130983E-14
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[87]	hopCount	1332	4.8558558558558556	0.517408676759598	0.26771173878611815
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[88]	flitDelayTime	1060	2.7162231283018867E-6	4.237074859730255E-7	1.7952803366958162E-13
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[88]	hopCount	1060	4.811320754716981	0.7640803880598879	0.5838188394177489
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[89]	flitDelayTime	964	2.748817315352697E-6	2.756716493567249E-7	7.599485825905707E-14
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[89]	hopCount	964	4.867219917012448	0.49818377232179084	0.24818707100476992
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[90]	flitDelayTime	1140	2.7559787824561402E-6	2.54869992091012E-7	6.495871286847252E-14
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[90]	hopCount	1140	4.887719298245614	0.4605871640759616	0.21214053571153677
/hpcsimulator/results/	FatTree-0.vec	FatTree	0	FatTree-0-20170706-23:17:40-14920	Fat_tree.processor[91]	flitDelayTime	980	2.746166306122449E-6	2.71257795110201E-7	7.358079140804777E-14
